76	1.0	1.31	1.45	1.5	1.38	0.93	0.76	0.62	0.59	0.61	0.49	0.56
77	1.0	1.18	0.73	0.83	0.79	0.61	0.39	0.24	0.17	0.38	0.35	0.38
78	1.0	0.93	0.77	0.84	0.74	0.66	0.5	0.35	0.31	0.52	0.43	0.44
79	1.0	0.91	0.92	0.81	0.73	0.51	0.36	0.3	0.23	0.37	0.32	0.36
80	1.0	1.08	0.84	0.95	0.94	0.82	0.59	0.54	0.24	0.49	0.48	0.63
81	1.0	0.88	0.86	0.67	0.72	0.83	0.54	0.5	0.34	0.45	0.5	0.47
82	1.0	1.06	1.0	1.02	1.07	1.16	0.68	0.49	0.4	0.55	0.82	0.91
83	1.0	1.32	1.27	0.87	1.04	1.05	0.81	0.52	0.43	0.69	0.7	0.69
84	1.0	1.11	1.03	0.76	0.8	0.6	0.52	0.45	0.32	0.33	0.51	0.61
85	1.0	0.74	0.95	0.89	0.73	0.36	0.2	0.22	0.19	0.23	0.16	0.19
86	1.0	0.81	0.93	0.75	1.18	0.54	0.31	0.34	0.23	0.31	0.36	0.36
87	1.0	1.05	0.96	0.98	0.87	0.54	0.31	0.31	0.41	0.48	0.36	0.36
88	1.0	1.08	1.47	1.46	1.02	0.58	0.49	0.49	0.63	0.67	0.57	0.62
89	1.0	1.3	1.27	1.07	1.05	0.64	0.42	0.48	0.61	0.7	0.58	0.57
90	1.0	1.05	1.27	0.86	1.04	0.61	0.49	0.55	0.52	0.58	0.61	0.56
91	1.0	1.16	1.2	0.93	0.86	0.49	0.45	0.53	0.45	0.56	0.64	0.64
92	1.0	1.05	1.13	1.01	0.77	0.43	0.33	0.51	0.49	0.6	0.5	0.69
93	1.0	0.85	1.07	1.05	0.83	0.59	0.39	0.61	0.67	0.55	0.69	0.69
94	1.0	1.09	0.92	1.12	1.16	0.53	0.48	0.7	0.59	0.54	0.42	0.41
95	1.0	1.2	1.21	0.81	0.81	0.69	0.51	0.47	0.56	0.43	0.72	0.75
96	1.0	1.12	1.04	1.02	0.79	0.77	0.51	0.49	0.69	0.61	0.85	0.99
97	1.0	0.95	0.78	1.01	0.85	0.88	0.54	0.43	0.57	0.57	0.69	0.74
98	1.0	0.7	1.56	1.24	0.79	0.74	0.49	0.52	0.42	0.64	0.67	0.65
99	1.0	0.72	0.84	0.76	0.79	0.87	0.5	0.54	0.45	0.7	0.56	0.78
100	1.0	0.97	0.83	1.09	1.01	1.1	0.69	0.61	0.69	0.49	0.66	0.75
101	1.0	1.12	1.64	1.18	0.76	0.8	0.62	0.58	0.47	0.6	0.55	0.49
102	1.0	2.02	0.98	1.08	1.05	0.46	0.5	0.8	1.5	1.91	1.9	1.86
103	1.0	1.25	0.81	0.63	1.05	0.45	0.51	0.67	1.41	1.82	1.4	1.59
104	1.0	1.17	0.62	0.77	0.89	0.58	0.61	0.67	1.03	1.58	1.34	1.56
105	1.0	0.98	0.57	0.87	0.72	0.45	0.48	0.76	0.69	1.11	1.07	1.21
106	1.0	0.86	0.77	0.97	0.83	0.51	0.7	0.82	0.86	1.22	1.62	1.68
107	1.0	0.76	0.71	0.79	0.56	0.5	0.49	0.63	1.13	0.95	1.21	1.28
108	1.0	1.01	0.65	1.1	0.93	0.44	0.35	0.37	0.79	1.07	1.01	0.87
109	1.0	1.01	0.85	0.98	0.84	0.25	0.25	0.27	0.51	0.86	0.89	1.18
110	1.0	0.97	0.77	0.92	0.91	0.52	0.4	0.39	0.94	1.02	1.3	1.47
111	1.0	0.9	0.59	0.44	0.64	0.33	0.23	0.33	0.58	0.94	0.71	0.72
112	1.0	0.81	0.63	0.77	0.96	0.45	0.41	0.48	0.65	0.69	0.82	1.01
113	1.0	0.97	0.54	0.75	0.85	0.47	0.48	0.5	0.6	0.77	0.83	0.83
114	1.0	0.7	0.52	0.7	1.01	0.46	0.39	0.59	0.59	0.73	0.74	0.69
115	1.0	0.78	0.63	0.7	0.87	0.49	0.54	0.75	0.82	0.8	0.86	0.96
116	1.0	1.06	0.61	0.85	0.87	0.56	0.65	0.74	0.76	1.1	0.9	0.85
117	1.0	1.09	0.92	0.77	1.01	0.72	0.88	0.73	0.8	1.13	1.11	0.98
118	1.0	0.94	0.62	0.67	0.7	0.72	0.93	0.84	0.92	1.21	1.06	1.21
119	1.0	0.89	0.72	0.57	0.99	0.7	0.62	0.47	0.62	1.01	1.0	1.2
120	1.0	0.95	0.77	0.6	1.04	0.84	0.81	0.62	0.74	1.08	1.2	1.23
121	1.0	0.92	0.61	0.56	0.81	0.73	0.67	0.67	0.58	0.82	1.18	1.12
122	1.0	0.97	0.68	0.83	0.84	0.96	0.6	0.58	0.7	0.78	0.92	1.07
123	1.0	0.98	0.62	0.76	0.93	0.71	0.6	0.5	0.87	0.86	1.13	1.1
124	1.0	0.82	0.3	0.57	0.78	0.68	0.52	0.34	0.43	0.83	0.86	1.06
125	1.0	0.79	0.36	0.5	0.49	0.68	0.45	0.38	0.36	0.74	0.9	0.71
126	1.0	0.64	0.39	0.38	0.75	0.75	0.59	0.46	0.42	1.08	1.31	1.35
127	1.0	0.94	0.54	0.66	0.59	0.68	0.8	0.78	0.6	0.89	1.16	1.13
128	1.0	0.9	0.88	0.65	1.31	1.04	0.92	0.76	0.67	0.98	1.1	1.07
129	1.0	0.85	0.76	0.9	0.69	0.23	0.35	0.34	0.28	0.55	0.46	0.51
130	1.0	1.02	0.94	0.88	0.98	0.39	0.45	0.41	0.36	0.59	0.54	0.57
131	1.0	0.96	0.73	0.66	0.95	0.34	0.24	0.18	0.36	0.64	0.56	0.56
132	1.0	1.17	1.03	0.99	0.78	0.3	0.16	0.16	0.19	0.68	0.66	0.64
133	1.0	0.94	1.15	0.9	0.97	0.67	0.52	0.49	0.5	0.85	0.94	1.01
134	1.0	0.86	0.99	0.97	0.71	0.62	0.49	0.47	0.46	0.71	0.71	0.87
135	1.0	1.1	0.82	0.88	0.83	0.53	0.44	0.33	0.47	0.86	0.71	0.73
136	1.0	1.07	0.8	0.77	1.0	0.55	0.49	0.39	0.41	0.77	0.67	0.77
137	1.0	1.05	0.78	0.71	0.85	0.65	0.46	0.43	0.44	0.74	0.84	0.81
138	1.0	0.85	1.0	0.9	0.77	0.6	0.37	0.3	0.52	0.96	0.73	0.72
139	1.0	1.09	0.89	0.91	0.62	0.49	0.33	0.32	0.45	0.82	0.64	0.67
140	1.0	1.26	0.89	0.98	0.94	0.58	0.48	0.49	0.57	0.83	0.64	0.7
141	1.0	1.07	0.76	0.81	0.87	0.49	0.47	0.48	0.57	0.78	0.66	0.62
142	1.0	1.27	0.98	1.25	0.89	0.34	0.21	0.22	0.3	0.57	0.48	0.51
143	1.0	0.9	0.84	1.03	0.66	0.6	0.4	0.41	0.45	0.63	0.62	0.67
144	1.0	1.01	0.88	0.98	0.7	0.42	0.29	0.26	0.32	0.52	0.52	0.74
145	1.0	1.0	1.18	1.32	1.14	0.88	0.3	0.3	0.42	0.61	0.58	0.77
146	1.0	1.05	0.98	0.99	1.17	0.86	0.45	0.36	0.38	0.62	0.68	0.91
147	1.0	1.05	1.14	0.91	1.06	0.64	0.46	0.38	0.38	0.68	0.56	0.6
148	1.0	1.02	1.26	1.22	1.13	0.75	0.56	0.49	0.49	0.8	0.85	0.71
149	1.0	0.79	0.73	0.73	0.88	0.72	0.33	0.39	0.33	0.66	0.64	0.68
150	1.0	1.27	1.16	1.24	0.9	0.91	0.72	0.64	0.69	0.68	0.81	1.22
151	1.0	0.97	1.02	1.17	0.77	0.94	0.53	0.47	0.58	0.95	0.91	0.8
152	1.0	0.98	0.81	0.9	0.88	0.68	0.38	0.41	0.58	0.57	0.85	0.98
153	1.0	1.31	0.92	1.17	1.03	0.88	0.56	0.49	0.62	0.81	1.04	1.1
154	1.0	0.91	0.61	0.75	0.72	0.82	0.42	0.38	0.39	0.59	0.87	0.81
155	1.0	0.69	0.64	0.54	0.73	0.5	0.46	0.24	0.26	0.84	0.69	0.63
156	1.0	1.06	0.84	0.93	0.9	0.69	0.44	0.4	0.37	1.08	0.65	0.76
157	1.0	1.04	0.92	0.83	0.9	0.74	0.53	0.4	0.47	0.98	0.81	0.9
158	1.0	0.77	0.56	0.67	0.72	0.64	0.46	0.4	0.34	0.73	0.64	0.64
159	1.0	0.97	0.67	0.78	0.79	0.59	0.43	0.32	0.37	0.76	0.64	0.52
160	1.0	0.92	0.9	0.79	0.9	0.56	0.4	0.36	0.47	0.7	0.72	0.6
161	1.0	0.93	0.61	0.76	0.94	0.42	0.26	0.2	0.31	0.7	0.74	0.76
162	1.0	0.9	0.68	0.94	0.87	0.68	0.5	0.36	0.41	0.78	0.69	0.81
163	1.0	0.98	0.58	0.99	1.08	0.59	0.45	0.26	0.44	0.76	0.88	0.86
164	1.0	1.15	0.83	0.87	1.0	0.88	0.67	0.46	0.38	1.0	0.96	0.96
165	1.0	0.98	0.85	0.6	0.87	0.56	0.46	0.33	0.26	0.66	0.62	0.87
166	1.0	1.29	0.89	0.71	0.9	0.58	0.47	0.39	0.26	0.65	0.82	0.83
167	1.0	0.82	0.87	0.93	0.93	0.69	0.58	0.36	0.29	0.67	0.71	0.94
168	1.0	1.01	0.85	1.12	0.9	0.76	0.54	0.45	0.32	0.78	0.65	0.8
169	1.0	0.94	0.8	0.78	0.71	0.6	0.44	0.37	0.33	0.62	0.6	0.57
170	1.0	0.79	0.68	0.75	0.82	0.43	0.35	0.4	0.31	0.7	0.59	0.72
171	1.0	0.76	0.69	0.9	0.87	0.52	0.51	0.49	0.35	0.81	0.76	0.84
172	1.0	0.85	0.71	0.7	0.91	0.47	0.66	0.42	0.34	0.77	0.78	0.83
173	1.0	1.08	0.88	0.81	1.03	0.64	0.54	0.44	0.39	0.73	0.74	0.97
174	1.0	1.17	0.75	0.69	0.83	0.68	0.53	0.63	0.49	0.63	0.66	0.96
175	1.0	1.09	0.73	0.78	1.01	0.59	0.56	0.63	0.6	0.84	0.78	0.86
176	1.0	1.36	0.99	0.75	1.19	0.53	0.57	0.58	0.46	0.99	0.83	0.93
177	1.0	0.93	0.62	0.67	0.68	0.58	0.39	0.42	0.46	0.89	0.92	0.96
178	1.0	0.94	0.59	0.77	0.7	0.54	0.39	0.4	0.46	0.59	0.7	0.94
179	1.0	0.72	0.59	0.62	0.79	0.51	0.43	0.38	0.4	0.61	0.59	0.71
180	1.0	0.81	0.53	0.69	0.94	0.69	0.37	0.44	0.41	0.95	0.88	0.83
181	1.0	0.71	0.86	0.51	0.8	0.49	0.32	0.34	0.29	0.95	0.74	0.65
182	1.0	0.63	0.74	0.7	1.04	0.58	0.44	0.47	0.49	0.96	0.96	0.81
183	1.0	0.5	0.71	0.64	0.49	0.55	0.46	0.43	0.37	0.87	0.94	0.98
184	1.0	0.69	0.71	0.78	0.71	0.57	0.46	0.65	0.44	0.74	0.87	0.99
185	1.0	0.69	0.71	0.63	0.77	0.75	0.58	0.58	0.42	0.87	0.96	1.23
186	1.0	1.04	0.84	0.95	0.78	0.58	0.68	0.61	0.61	1.15	1.22	1.4
187	1.0	0.81	0.81	1.11	1.01	0.5	0.6	0.55	0.55	1.1	1.0	1.11
188	1.0	0.9	0.88	0.87	1.14	0.62	0.68	0.71	0.66	1.08	1.35	1.4
189	1.0	1.0	0.93	0.86	0.87	0.65	0.56	0.75	0.7	1.15	1.01	1.22
190	1.0	1.25	1.1	1.02	0.97	0.54	0.59	0.83	0.73	1.08	1.24	1.32
191	1.0	0.93	0.93	0.93	0.63	0.42	0.69	0.72	0.55	1.06	1.04	1.08
192	1.0	0.6	0.79	0.58	0.49	0.36	0.32	0.28	0.34	0.63	0.81	1.03
193	1.0	0.67	0.82	0.82	0.56	0.43	0.47	0.39	0.47	0.85	0.71	0.74
194	1.0	0.58	0.75	0.72	0.49	0.51	0.71	0.33	0.42	0.78	0.7	0.89
195	1.0	0.74	0.85	0.92	0.78	0.36	0.36	0.28	0.28	0.88	0.99	0.91
196	1.0	0.9	0.91	0.95	0.86	0.62	0.52	0.43	0.38	0.94	1.23	1.13
197	1.0	0.89	1.04	1.07	1.01	0.68	0.56	0.42	0.38	0.79	0.83	0.97
198	1.0	0.87	1.23	1.14	0.89	0.69	0.63	0.58	0.49	0.88	0.97	1.25
199	1.0	0.75	0.98	0.91	0.7	0.43	0.4	0.4	0.44	0.75	0.77	0.78
200	1.0	0.98	1.32	1.11	1.07	0.57	0.44	0.51	0.44	0.82	0.76	1.03
201	1.0	0.64	1.49	1.05	0.96	0.68	0.66	0.59	0.79	0.85	1.16	1.3
202	1.0	1.18	0.58	0.65	0.84	0.49	0.31	0.21	0.17	0.73	1.19	1.41
203	1.0	0.93	0.56	0.72	0.86	0.63	0.34	0.2	0.27	0.7	1.33	1.5
204	1.0	1.08	0.82	0.91	1.17	0.66	0.49	0.42	0.51	0.93	1.23	1.61
205	1.0	0.76	1.07	1.01	0.75	0.6	0.38	0.31	0.28	0.87	1.04	1.37
206	1.0	1.01	0.79	0.92	0.81	0.54	0.42	0.37	0.32	0.8	1.23	1.07
207	1.0	0.87	0.72	0.82	0.96	0.56	0.46	0.55	0.38	0.96	0.96	1.17
208	1.0	1.14	0.77	0.92	1.1	0.61	0.54	0.66	0.5	1.01	1.05	1.16
209	1.0	0.88	0.82	0.86	0.83	0.56	0.39	0.56	0.49	0.83	0.97	1.25
210	1.0	0.99	0.62	0.67	0.68	0.61	0.4	0.28	0.27	0.89	0.93	1.15
211	1.0	0.77	0.58	0.63	0.68	0.58	0.37	0.32	0.37	0.55	0.65	0.72
212	1.0	0.47	0.26	0.39	0.58	0.17	0.16	0.14	0.19	0.59	0.74	0.9
213	1.0	0.83	0.45	0.49	0.77	0.52	0.4	0.31	0.37	0.63	0.71	0.88
214	1.0	0.93	0.5	0.7	0.9	0.55	0.47	0.44	0.42	0.76	0.78	1.03
215	1.0	0.68	0.61	0.77	0.86	0.62	0.49	0.42	0.54	0.9	0.88	0.93
216	1.0	0.67	0.54	0.53	0.78	0.51	0.46	0.4	0.42	0.84	0.71	0.78
217	1.0	0.58	0.34	0.51	0.54	0.41	0.23	0.24	0.24	0.57	0.5	0.59
218	1.0	0.9	0.71	1.02	1.06	0.77	0.48	0.47	0.53	1.29	0.87	0.94
219	1.0	1.64	1.02	1.54	1.19	1.13	0.71	0.69	0.62	1.51	1.24	1.76
220	1.0	1.05	0.71	0.8	0.68	0.7	0.59	0.53	0.59	1.01	0.99	0.96
221	1.0	1.07	1.72	1.21	0.77	0.87	0.91	0.6	0.94	1.08	0.99	1.06
222	1.0	0.89	1.0	1.21	0.77	1.21	0.49	0.44	0.63	1.04	0.82	1.29
223	1.0	0.63	0.89	0.94	0.57	0.83	0.53	0.29	0.46	0.76	0.6	0.74
224	1.0	1.17	0.76	0.89	1.03	0.75	0.76	0.6	0.55	0.97	0.84	1.23
225	1.0	1.25	1.09	1.05	1.32	0.88	0.73	0.7	0.63	1.05	1.31	1.58
226	1.0	0.79	0.55	0.74	0.96	0.56	0.57	0.36	0.52	0.74	0.83	0.87
227	1.0	1.15	1.41	0.92	1.09	0.74	0.5	0.48	0.77	0.89	0.85	1.0
228	1.0	1.04	1.02	0.99	1.09	0.63	0.44	0.63	0.77	0.94	0.96	0.97
229	1.0	1.09	1.09	0.98	1.47	0.75	0.51	0.55	0.35	0.71	1.0	1.15
230	1.0	0.85	0.84	0.68	1.1	0.41	0.39	0.58	0.39	0.8	0.82	0.85
231	1.0	0.93	0.77	0.78	0.71	0.71	0.66	0.46	0.62	0.55	0.89	1.22
232	1.0	0.65	0.97	1.11	0.79	0.62	0.37	0.41	0.66	1.0	1.0	1.1
233	1.0	0.58	0.88	0.77	0.39	0.41	0.26	0.3	0.29	0.7	0.84	1.03
234	1.0	1.01	0.96	0.96	1.19	0.55	0.22	0.1	0.18	0.79	0.97	1.07
235	1.0	1.04	0.87	0.85	0.79	0.35	0.19	0.2	0.28	0.73	0.72	0.79
236	1.0	1.11	1.02	1.05	0.96	0.53	0.29	0.38	0.47	0.88	0.79	1.02
237	1.0	1.33	1.01	1.06	1.17	0.7	0.32	0.37	0.37	0.79	1.06	1.17
238	1.0	0.95	1.24	0.95	1.17	0.44	0.3	0.39	0.51	0.71	0.75	0.86
239	1.0	0.99	1.02	1.05	1.14	0.59	0.34	0.37	0.46	0.69	0.57	0.84
240	1.0	0.96	1.4	1.15	0.85	0.5	0.36	0.58	0.52	1.26	1.28	1.28
241	1.0	1.0	1.26	0.81	0.9	0.57	0.52	0.51	0.52	0.9	0.7	0.84
242	1.0	0.66	0.67	1.03	0.84	0.49	0.74	0.45	0.48	0.79	0.74	0.59
243	1.0	0.81	0.6	0.86	0.67	0.43	0.64	0.5	0.48	0.7	0.75	0.81
244	1.0	1.04	0.85	1.23	0.96	0.46	0.62	0.66	0.47	1.08	0.91	0.91
245	1.0	0.78	1.34	1.42	0.81	0.7	0.55	0.5	0.48	0.86	0.88	1.07
246	1.0	0.77	1.25	1.2	0.8	0.72	0.6	0.45	0.36	0.6	0.66	0.85
247	1.0	0.31	0.3	0.51	0.47	0.26	0.18	0.21	0.17	0.38	0.35	0.37
248	1.0	0.42	0.3	0.51	0.66	0.4	0.28	0.26	0.24	0.4	0.39	0.49
249	1.0	1.16	0.72	0.72	0.83	1.01	0.91	0.65	0.6	0.58	0.84	0.8
250	1.0	0.8	0.52	0.64	0.67	1.0	0.79	0.47	0.63	1.0	0.78	0.73
251	1.0	1.23	0.75	0.91	1.11	1.14	0.95	0.57	0.87	0.93	0.85	0.92
252	1.0	0.66	0.69	0.87	0.63	1.04	0.74	0.57	0.7	0.81	1.11	0.95
253	1.0	0.92	1.15	1.15	0.82	1.2	0.78	0.46	0.87	0.83	1.15	1.08
254	1.0	0.99	1.23	0.81	1.19	1.1	1.0	0.7	1.21	0.84	1.18	1.28
255	1.0	0.81	0.55	0.63	0.72	0.78	0.59	0.39	0.73	0.93	0.84	0.82
256	1.0	0.74	0.96	0.81	0.67	0.69	0.94	0.58	0.62	0.87	1.34	1.4
257	1.0	0.88	1.27	1.05	0.94	0.9	0.87	0.52	0.67	1.12	1.55	2.2
258	1.0	0.99	0.98	1.21	1.03	0.91	0.83	0.65	0.48	0.76	1.73	1.27
259	1.0	0.93	1.03	0.96	1.08	0.92	0.74	0.75	0.63	2.09	1.01	0.94
260	1.0	0.91	0.72	1.02	0.31	1.11	0.84	0.62	0.66	1.01	0.71	0.77
261	1.0	1.04	1.03	0.74	0.44	0.64	0.99	0.94	0.61	1.22	0.98	1.12
262	1.0	0.91	0.84	0.49	0.53	0.91	1.19	0.8	0.73	1.06	0.78	0.71
263	1.0	2.94	4.08	2.74	2.48	2.68	2.61	2.15	2.32	1.34	1.35	1.23
264	1.0	3.35	6.95	4.82	3.76	3.7	3.14	2.91	2.02	2.16	1.98	1.6
265	1.0	0.6	1.3	1.78	1.14	1.19	0.94	0.87	0.56	1.1	0.94	1.05
266	1.0	0.86	1.63	1.43	0.73	0.86	1.06	0.69	0.53	0.7	0.67	0.67
267	1.0	0.9	1.67	1.38	0.71	1.22	0.85	0.42	0.5	0.74	0.88	0.73
268	1.0	0.83	1.31	1.64	0.66	1.24	0.8	0.36	0.45	0.51	0.64	0.61
269	1.0	0.71	0.98	0.93	0.57	0.69	0.75	0.39	0.3	0.41	0.34	0.3
270	1.0	0.5	1.63	1.8	0.61	0.96	0.61	0.44	0.26	0.53	0.6	0.57
271	1.0	0.96	1.51	1.16	0.93	0.93	0.84	0.79	0.54	0.33	0.25	0.21
272	1.0	1.27	1.72	1.26	1.05	1.03	1.09	1.09	0.94	0.53	0.52	0.43
273	1.0	1.04	1.63	1.1	0.94	0.86	0.85	0.91	0.85	0.61	0.56	0.46
274	1.0	1.15	1.62	1.29	0.78	0.99	1.09	0.85	0.63	0.57	0.44	0.41
275	1.0	1.04	1.91	1.42	1.04	1.08	0.96	0.82	0.76	0.63	0.59	0.56
276	1.0	1.44	1.82	1.43	1.18	1.16	1.31	1.28	0.82	1.19	0.59	0.57
277	1.0	1.3	1.78	1.35	1.07	1.25	1.37	1.5	0.79	0.51	0.5	0.43
278	1.0	0.98	1.47	0.92	0.81	0.72	0.58	0.75	0.84	0.31	0.51	0.37
279	1.0	1.18	1.61	1.03	1.04	0.88	0.98	0.65	0.73	0.45	0.51	0.42
280	1.0	0.9	0.8	1.04	1.05	0.78	0.46	0.29	0.17	0.19	0.22	0.23
